id,name,slug,logo_url,primary_color,active,created_at,updated_at
e568c1dd-5848-4b99-b351-77d5d2606d74,Transportadora Rolim,transportadorarolim,,#1e3a5f,true,2026-01-21 05:09:42.267021+00,2026-01-21 05:09:42.267021+00
